Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,Month,Year,PM2.5
3,20.2,28.1,10.4,1016.2,68,0,1.6,7.4,14.8,-, , , , ,2,2021,179
4,15.9,26.1,10.4,1016.5,88,1.02,1.0,6.7,14.8,-, , ,o, ,2,2021,154
5,14.6,23.2,6.8,1017.8,81,2.03,1.4,2.8,7.6,-, , , ,o,2,2021,74
6,14.2,23.0,7.4,1018,82,0,1.4,4.6,13,-, , , , ,2,2021,110
7,16.5,23.0,8.3,1018.6,74,0,1.6,7.4,20.6,-, , , ,o,2,2021,137
8,16.1,24.2,7.6,1016.8,78,0,1.1,4.4,11.1,-, , , ,o,2,2021,182
9,15.3,25.2,7.8,1014.3,83,0,1.3,2.0,7.6,-, , , ,o,2,2021,196
10,21.7,29.4,10.2,1012.3,58,0,2.3,4.1,13,-, , , , ,2,2021,149
13,21.1,27.0,12.7,-,67,0,2.6,1.5,5.4,-, , , , ,2,2021,171
14,20.0,28.0,8.6,1014,67,0,1.6,1.7,9.4,-, , , ,o,2,2021,193
15,20.6,29.2,9.9,1011.8,70,0,1.9,2.4,13,-, , , , ,2,2021,154
16,21.2,29.5,11.6,1012.6,69,0,1.1,2.4,7.6,-, , , , ,2,2021,183
17,20.1,29.4,10.7,1014.6,69,0,1.8,1.7,9.4,-, , , , ,2,2021,163
18,20.0,28.0,9.6,1017.6,70,0,1.4,0.7,7.6,-, , , , ,2,2021,137
19,19.4,27.8,9.9,-,72,0,1.3,7.0,16.5,-, , , ,o,2,2021,182
21,16.9,26.0,11.6,1016.3,85,0,1.6,2.2,11.1,-, , , , ,2,2021,-
22,21.5,29.0,11.0,1014.6,66,0,2.6,8.5,22.2,-, , , , ,2,2021,114
23,22.8,31.2,10.7,1012.2,60,0,2.7,4.8,13,-, , , , ,2,2021,86
24,23.3,32.2,12.0,1010.4,61,0,2.4,5.9,14.8,-, , , , ,2,2021,101
25,24.3,33.0,13.4,1008.8,63,0,2.7,7.8,16.5,-, , , , ,2,2021,133
26,25.3,33.2,15.2,1006,63,0,3.2,10.9,22.2,-, , , , ,2,2021,108
27,25.4,33.0,17.8,1007.6,59,0,3.4,8.7,18.3,-, , , , ,2,2021,54
28,24.8,32.0,15.6,1011,54,0,3.7,5.9,14.8,-, , , , ,2,2021,66
1,22.5,32.3,11.8,1014.6,59,0,4.0,8.5,18.3,-, , , , ,3,2021,64
2,23.6,29.0,15.3,1013.2,55,0,3.5,12.8,25.9,37, , , , ,3,2021,61
3,23.0,31.0,13.2,1012.3,57,0,3.2,8.9,14.8,-, , , , ,3,2021,95
4,24.8,34.0,12.2,1011.6,55,0,2.9,3.7,11.1,-, , , , ,3,2021,96
5,25.3,33.9,14.4,1010.7,56,0,3.5,11.1,16.5,-, , , , ,3,2021,100
6,24.2,31.6,15.0,1009.2,58,0,2.7,8.3,16.5,-, , , , ,3,2021,106
7,27.2,34.0,14.4,1009.2,58,0,2.9,7.8,13,-, , , , ,3,2021,101
8,26.0,34.0,18.9,1010.4,68,0,2.3,7.6,13,-, , , , ,3,2021,105
9,27.5,34.0,18.8,1011.2,66,0,2.6,7.2,11.1,-, , , , ,3,2021,117
10,26.2,34.2,18.2,1011.4,63,1.02,3.2,1.9,7.6,-, , , , ,3,2021,65
11,27.1,35.0,17.2,1012.5,60,0,2.7,4.6,14.8,-, , , , ,3,2021,101
12,25.0,35.2,17.9,1013.9,61,3.05,2.7,9.6,16.5,-,o, ,o, ,3,2021,67
13,25.0,31.0,15.2,1014.9,59,8.89,3.2,4.3,9.4,-, , , , ,3,2021,81
14,24.6,31.2,14.0,1012,59,0,2.7,6.7,18.3,-, , , , ,3,2021,98
15,25.7,32.0,16.2,1011.4,57,0,3.4,8.5,18.3,-, , , , ,3,2021,98
16,26.2,32.0,17.2,1011.2,58,0,1.6,8.0,14.8,-, , , , ,3,2021,113
17,26.4,34.0,16.8,1009,54,0,2.4,5.9,13,-, , , , ,3,2021,109
18,25.3,34.2,16.4,1010.2,59,0,1.9,4.4,11.1,-, , , , ,3,2021,116
19,26.1,35.3,19.2,1009.5,52,0,2.6,3.9,13,-, , , , ,3,2021,100
20,24.3,34.5,16.8,1007.7,58,0,2.3,5.4,18.3,-, , , , ,3,2021,111
21,26.8,35.0,16.2,1007.6,52,0,3.1,3.0,9.4,-, , , , ,3,2021,90
22,26.7,35.2,20.0,1011.7,53,0,2.6,5.7,13,-, , ,o, ,3,2021,70
23,25.2,33.6,19.6,1012.2,51,0,2.7,10.0,24.1,-,o, , , ,3,2021,71
24,26.8,33.0,16.0,1013.4,45,0,3.5,8.5,18.3,-, , , , ,3,2021,62
25,24.6,34.2,17.5,1012.6,52,0,4.0,10.2,14.8,-, , , , ,3,2021,47
26,25.9,32.0,16.0,-,50,0,3.2,10.2,18.3,-, , , , ,3,2021,73
27,27.6,35.0,16.4,1008.5,55,0,3.4,5.4,11.1,-, , , , ,3,2021,78
28,29.1,37.0,17.8,1005.9,47,0,3.5,3.0,9.4,-, , , , ,3,2021,75
29,31.6,40.0,20.6,1002.2,39,0,3.5,6.5,18.3,-, , , , ,3,2021,90
30,31.2,40.1,19.0,999.9,34,0,2.6,14.1,27.8,37, , , , ,3,2021,85
31,29.2,37.9,20.0,1001,30,0,4.0,15.2,24.1,-, , , , ,3,2021,60
1,28.4,34.6,18.4,1002.6,26,0,3.4,13.7,24.1,33.5, , , , ,4,2021,46
2,26.8,34.2,16.2,1006.6,31,0,3.7,7.8,14.8,-, , , , ,4,2021,61
3,25.8,35.0,11.7,1008.5,27,0,3.7,4.8,18.3,-, , , , ,4,2021,44
4,28.3,37.0,14.0,1008.7,27,0,3.4,7.8,18.3,-, , , , ,4,2021,64
5,30.9,39.0,18.5,1005.7,33,0,3.2,6.3,14.8,-, , , , ,4,2021,77
6,30.2,38.8,20.4,1005,42,0,1.9,4.8,9.4,-, , , , ,4,2021,120
7,28.7,38.2,21.7,1008.3,40,0,1.9,6.3,11.1,-, , , , ,4,2021,74
8,26.7,36.9,18.4,1008,37,0,2.7,7.2,18.3,-, , , , ,4,2021,51
9,26.1,36.4,14.3,1008.7,36,0,2.9,4.4,11.1,-, , , , ,4,2021,57
10,27.4,37.0,17.1,1010,35,0,3.2,5.9,14.8,-, , , , ,4,2021,73
11,28.2,38.8,16.0,1009.8,36,0,3.5,6.7,16.5,-, , , , ,4,2021,70
12,30.4,39.0,18.3,1010.4,35,0,2.7,5.2,13,-, , , , ,4,2021,107
13,30.2,39.4,19.4,1008.4,36,0,2.7,9.3,16.5,-, , , , ,4,2021,91
14,31.1,40.2,20.6,1007,37,0,3.1,8.3,14.8,-, , , , ,4,2021,66
15,31.8,40.4,21.5,1005.9,34,0,3.5,9.6,20.6,-, , , , ,4,2021,77
16,29.8,40.5,20.2,1006.4,44,0.76,2.4,6.7,27.8,-,o, , , ,4,2021,76
17,27.4,40.0,18.2,1009.3,53,2.03,2.7,9.4,22.2,-, , , , ,4,2021,46
18,28.0,35.4,18.3,1009.7,51,0,3.1,4.6,14.8,-, , , , ,4,2021,54
19,29.1,37.2,18.5,1005.5,46,0,2.7,4.8,13,-, , , , ,4,2021,74
20,28.3,37.8,19.5,1005.2,44,0,2.7,11.1,22.2,-, , , , ,4,2021,62
21,26.9,33.8,19.2,1007.9,53,0,3.4,9.3,14.8,-, , , , ,4,2021,55
22,27.3,33.2,21.4,1009.7,55,0,3.1,7.2,11.1,-, , , , ,4,2021,42
23,26.5,34.0,22.0,1008.3,55,0.51,2.6,13.5,22.2,-, , , , ,4,2021,43
24,26.6,33.6,16.4,1009.1,43,0,3.2,5.6,11.1,-, , , , ,4,2021,36
25,28.1,36.8,18.0,1008.2,46,0,2.7,5.6,14.8,-, , , , ,4,2021,101
26,29.8,39.8,16.7,1006.2,40,0,3.1,5.0,14.8,-, , , , ,4,2021,151
27,31.3,41.4,19.6,1005.6,42,0,2.6,4.4,11.1,-, , , , ,4,2021,157
28,34.3,41.6,22.3,1005.8,35,0,2.3,7.8,14.8,-, , , , ,4,2021,173
29,34.1,42.2,23.2,1005.8,34,1.02,1.9,7.2,11.1,-, , , , ,4,2021,154
30,32.3,42.1,23.2,1006,40,0,1.9,4.3,11.1,-, , , , ,4,2021,107
1,34.6,41.0,28.2,1005.8,33,0,2.3,7.0,11.1,-, , , , ,5,2021,76
2,31.8,41.5,24.8,1005.6,43,0,2.3,3.9,16.5,-, , , , ,5,2021,67
3,31.9,39.5,24.3,1003.9,42,0,2.4,6.7,14.8,-, , , , ,5,2021,117
4,33.4,40.6,24.7,1003,39,0,2.7,6.3,11.1,-, , , , ,5,2021,63
5,33.3,41.6,24.0,1004,47,0,1.9,6.9,13,-, , , , ,5,2021,65
6,28.9,40.5,23.0,1006.9,58,1.02,2.3,8.5,14.8,-, , , , ,5,2021,61
7,28.7,39.8,21.7,1007.8,55,0,3.1,5.9,11.1,-, , , , ,5,2021,58
8,31.5,38.4,22.3,1006.1,43,0,3.1,4.3,7.6,-, , , , ,5,2021,62
9,31.5,39.0,23.2,1004.3,46,0,2.7,5.0,13,-, , ,o, ,5,2021,54
10,31.4,39.4,24.5,1003.3,43,0.51,3.1,9.8,14.8,-, , , , ,5,2021,55
11,32.3,39.4,24.2,1001.6,41,0.25,2.7,8.3,18.3,-, , , , ,5,2021,58
12,31.1,40.4,23.5,999.8,44,0,3.1,6.5,14.8,-, , , , ,5,2021,43
13,28.1,36.8,21.3,1003.1,59,0.25,3.1,9.3,16.5,-,o, ,o, ,5,2021,36
14,30.9,37.0,23.2,1002.1,49,0,3.1,8.5,13,-, , , , ,5,2021,44
15,30.1,38.6,23.0,1004,47,0,2.6,5.4,14.8,-, , , , ,5,2021,49
16,31.7,39.3,21.7,1004.6,41,0,3.2,1.7,7.6,-, , , , ,5,2021,52
17,32.6,39.6,23.6,1004.7,44,0,1.9,6.7,13,-, , , , ,5,2021,74
18,27.0,37.8,23.8,1005.5,69,0,1.9,6.5,13,-,o, , , ,5,2021,26
19,22.3,30.8,21.2,1002.6,96,2.03,1.1,7.8,14.8,-,o, , , ,5,2021,33
20,25.7,31.0,19.3,1001.6,82,119.13,1.8,6.5,14.8,-,o, , , ,5,2021,29
21,26.0,32.4,19.4,1004.8,82,3.05,2.9,5.7,9.4,-,o, ,o, ,5,2021,27
22,27.8,35.0,18.0,1003.1,65,19.05,3.5,3.9,9.4,-, , , , ,5,2021,24
23,28.0,35.1,22.4,1005.1,61,0,1.4,8.1,14.8,-, , , , ,5,2021,136
24,29.5,35.8,21.2,1004.2,49,0,3.1,8.1,14.8,-, , , , ,5,2021,67
25,31.8,38.6,23.0,1000.1,41,0,3.2,6.3,14.8,-, , , , ,5,2021,43
26,31.7,39.4,22.6,998.4,39,0,3.2,3.9,7.6,-, , , , ,5,2021,47
27,32.1,40.6,22.2,998.9,45,0,3.2,7.2,11.1,-, , , , ,5,2021,48
28,32.5,41.2,25.3,1000.9,56,0,3.2,8.5,11.1,-, , , , ,5,2021,29
29,32.3,40.1,26.6,1002.2,49,0,3.2,12.2,20.6,-, , , , ,5,2021,18
30,31.0,37.5,25.2,1001.8,55,0,2.6,9.3,27.8,-, , , , ,5,2021,23
31,31.4,38.8,20.4,998.9,53,0,3.4,6.9,14.8,-,o, ,o, ,5,2021,36
1,27.2,39.6,17.9,1003.1,72,16,3.2,5.7,14.8,-, , , , ,6,2021,30
2,30.9,36.6,23.0,1003.2,50,0,1.9,7.2,11.1,-, , , , ,6,2021,48
3,32.0,37.2,24.4,1003.9,58,0,2.7,4.4,9.4,-, , , , ,6,2021,62
4,30.0,39.2,25.4,1003.2,63,5.08,2.3,7.2,25.9,-,o, ,o, ,6,2021,56
5,30.9,39.5,23.4,1002.6,55,0.51,2.6,7.2,16.5,-, , ,o, ,6,2021,43
6,32.1,39.1,24.0,1001.7,59,0,2.7,4.8,7.6,-, , , , ,6,2021,36
7,33.8,39.6,26.1,998.7,52,0,3.2,5.4,11.1,-, , , , ,6,2021,56
8,36.1,41.2,28.6,996.1,42,0,3.2,12.0,24.1,-, , , , ,6,2021,69
9,36.9,41.7,31.4,995.5,43,0,2.7,11.5,18.3,-, , , , ,6,2021,53
10,33.1,42.2,24.0,996.7,64,-,2.7,8.7,14.8,-,o, ,o, ,6,2021,58
11,32.1,39.8,25.0,996.2,63,7.87,2.1,7.2,11.1,-, , , , ,6,2021,38
12,31.0,39.0,26.4,997.7,63,0,2.9,12.6,20.6,-, , , , ,6,2021,36
13,30.9,35.8,23.8,998.6,67,0.51,3.1,4.6,11.1,-, , , , ,6,2021,35
14,32.9,38.2,25.5,995.7,54,0,3.2,5.6,9.4,-, , , , ,6,2021,35
15,32.7,38.6,27.0,993.2,59,0,2.9,8.0,18.3,-, , , , ,6,2021,35
16,30.5,38.7,26.2,996.9,68,0,2.9,9.6,13,-, , , , ,6,2021,36
17,31.4,35.0,26.2,998.4,63,0,3.1,6.7,11.1,-, , , , ,6,2021,36
18,31.5,36.4,25.1,999.2,65,0,1.9,7.2,14.8,-, , , , ,6,2021,25
19,30.5,36.6,25.3,998.9,68,0,2.3,9.4,14.8,-, , , , ,6,2021,23
20,29.8,35.1,25.2,1000.1,73,0.51,2.9,8.9,14.8,-,o, , , ,6,2021,25
21,32.6,36.4,25.5,1000.3,61,0,3.1,5.4,9.4,-, , , , ,6,2021,35
22,34.4,39.6,25.4,999.4,50,0,3.1,5.2,11.1,-, , , , ,6,2021,44
23,35.0,40.2,28.0,1000,50,0,2.6,4.8,9.4,-, , , , ,6,2021,74
24,32.4,40.5,28.2,1000,60,0,2.1,6.9,11.1,-, , , , ,6,2021,50
25,32.5,39.0,25.1,998.7,50,-,2.7,5.9,9.4,-,o, , , ,6,2021,51
26,31.6,40.1,25.6,1001.8,63,0,2.3,6.3,22.2,-,o, ,o, ,6,2021,43
27,33.3,38.7,26.7,1003.3,58,5.08,2.1,5.0,9.4,-, , , , ,6,2021,72
28,34.1,39.4,27.6,1001.1,57,0,3.1,3.5,9.4,-, , , , ,6,2021,65
29,35.5,41.6,27.4,997.8,45,0,3.1,4.4,11.1,-, , , , ,6,2021,66
30,37.8,43.0,28.2,994.8,36,0,3.1,15.4,22.2,-, , , , ,6,2021,54
1,37.4,43.5,28.8,994,40,0,3.5,12.0,24.1,-, , , , ,7,2021,41
2,35.1,43.1,27.2,996.1,49,5.08,2.6,15.2,31.7,-,o, ,o, ,7,2021,48
3,31.6,41.3,24.1,999.5,58,19.05,2.7,6.7,11.1,-,o, , , ,7,2021,36
4,32.6,38.6,26.2,1000.9,56,0,3.1,6.1,11.1,-, , , , ,7,2021,48
5,34.1,39.8,28.0,1000.9,52,0,3.4,7.4,14.8,-, , , , ,7,2021,41
6,35.3,40.0,28.7,998.6,50,0,2.7,5.7,13,-, , , , ,7,2021,42
7,36.4,41.4,29.5,997.3,46,0,3.5,7.8,14.8,-, , , , ,7,2021,44
8,34.7,42.6,26.8,997.8,49,-,2.7,10.2,16.5,-,o, ,o, ,7,2021,43
9,33.2,41.8,24.1,999.4,65,8.89,2.7,8.1,11.1,-, , , , ,7,2021,46
10,34.6,39.2,28.6,998.7,59,0,2.6,8.0,13,-, , , , ,7,2021,29
11,33.2,39.8,28.8,1000.6,67,0,3.1,10.9,14.8,-, , , , ,7,2021,41
12,31.9,39.0,27.0,1002,68,0,1.9,12.0,14.8,-, , , , ,7,2021,39
13,28.4,37.7,23.5,1002.1,91,24.89,1.8,6.7,14.8,-,o, ,o, ,7,2021,26
14,27.2,35.0,25.0,1001.4,93,28.96,2.1,5.6,13,-,o, , , ,7,2021,29
15,31.3,35.4,23.4,1001.5,77,23.11,2.6,5.6,7.6,-, , , , ,7,2021,39
16,33.2,37.2,27.0,1002.5,69,0,2.7,6.3,9.4,-, , , , ,7,2021,36
17,34.1,38.0,28.2,999.9,65,0,2.9,4.3,7.6,-, , , , ,7,2021,42
18,30.8,38.8,27.6,997.2,80,7.11,2.1,6.9,11.1,-,o, , , ,7,2021,26
19,26.1,36.4,24.2,998,99,70.1,1.9,2.6,11.1,-,o, ,o, ,7,2021,10
20,27.4,31.6,24.0,998.1,94,38.1,1.8,4.8,11.1,-,o, , , ,7,2021,30
21,29.9,34.2,22.4,996,84,59.94,2.3,5.9,11.1,-, , , , ,7,2021,33
22,30.6,34.7,25.6,995.2,78,0,2.3,5.2,9.4,-, , , , ,7,2021,25
23,31.1,34.0,26.3,996.5,78,0,3.2,5.4,11.1,-, , , , ,7,2021,27
24,32.1,36.0,27.3,997.6,77,0.25,2.3,5.2,11.1,-,o, , , ,7,2021,34
25,33.7,37.0,27.6,997.2,68,0,3.5,6.3,13,-, , , , ,7,2021,31
26,31.3,37.3,28.3,996,79,0,1.9,4.8,9.4,-, , , , ,7,2021,44
27,28.4,33.1,25.0,994.6,94,-,1.8,4.8,11.1,-,o, ,o, ,7,2021,31
28,26.6,29.4,25.1,996.6,97,5.08,2.1,4.4,9.4,-,o, , , ,7,2021,15
29,27.6,32.0,24.0,996.8,92,5.08,2.1,3.3,9.4,-, , , , ,7,2021,23
30,27.4,32.1,24.5,997.4,94,71.88,1.9,1.9,7.6,-,o, , , ,7,2021,32
31,30.3,34.4,24.3,997.8,85,43.94,3.1,5.4,11.1,-, , , , ,7,2021,18
1,28.6,35.0,24.8,997.1,87,27.94,1.9,2.8,7.6,-,o, ,o, ,8,2021,26
2,29.5,32.1,26.1,998,85,12.95,1.9,2.0,7.6,-, , , , ,8,2021,41
3,30.7,34.0,25.8,998.5,77,0,2.6,6.7,14.8,-, , , , ,8,2021,27
4,30.9,34.8,25.4,999.4,73,0,3.2,5.6,11.1,-, , , , ,8,2021,20
5,31.8,35.2,26.5,999.3,73,0,2.4,3.7,9.4,-, , , , ,8,2021,36
6,32.7,36.0,26.7,999.1,70,0,2.4,2.6,7.6,-, , ,o, ,8,2021,48
7,29.9,36.7,27.3,1001.1,85,7.11,2.3,3.0,11.1,-,o, ,o, ,8,2021,36
8,28.2,33.2,26.4,1002.6,91,14.99,1.9,2.0,9.4,-,o, ,o, ,8,2021,41
9,29.9,33.4,25.1,1002.4,83,0,1.6,5.0,7.6,-, , , , ,8,2021,49
10,32.0,36.0,25.0,1000.8,69,0,2.9,8.1,16.5,-, , , , ,8,2021,35
11,32.0,36.2,26.3,1000.9,64,0,2.6,13.5,24.1,-, , , , ,8,2021,26
12,32.3,36.2,26.4,1001.9,64,0,3.1,9.4,18.3,-, , , , ,8,2021,27
13,32.9,36.2,27.0,999.7,58,0,3.4,11.9,24.1,-, , , , ,8,2021,28
14,33.6,37.0,26.8,998.4,57,0,3.5,6.5,20.6,-, , , , ,8,2021,26
15,32.7,36.8,27.0,1000,60,0,3.4,8.9,14.8,-, , , , ,8,2021,29
16,32.9,37.0,27.3,1003.2,60,0,3.5,5.7,18.3,-, , , , ,8,2021,33
17,33.4,37.8,28.1,1002.2,65,0,3.1,5.2,9.4,-, , , , ,8,2021,43
18,33.3,38.0,27.4,1000.7,62,0,2.3,3.7,9.4,-, , , , ,8,2021,52
19,32.3,38.0,27.5,999.6,69,0,2.1,4.4,7.6,-, , , , ,8,2021,67
20,27.2,36.5,26.0,1003.2,92,10.92,1.9,7.4,14.8,-,o, ,o, ,8,2021,37
21,27.8,32.8,23.8,1004.3,95,138.94,1.9,6.3,9.4,-,o, ,o, ,8,2021,20
22,30.1,33.6,24.5,1003.4,82,8.89,1.9,5.6,11.1,-, , , , ,8,2021,32
23,31.2,34.4,26.2,1001.1,79,1.02,2.6,4.4,11.1,-, , , , ,8,2021,30
24,31.2,35.2,27.3,1000,81,2.03,2.6,4.8,9.4,-, , , , ,8,2021,41
25,33.1,35.8,27.4,997.7,60,0,3.2,14.1,27.8,-, , , , ,8,2021,31
26,30.9,36.4,26.6,997.7,63,0,2.7,12.2,24.1,-, , , , ,8,2021,27
27,31.7,35.6,25.4,999.7,61,0,3.4,7.0,13,-, , , , ,8,2021,41
28,31.2,36.0,27.0,1000.5,68,0,2.6,6.1,9.4,-, , , , ,8,2021,44
29,30.3,35.1,25.8,1002,76,0,1.9,8.5,14.8,-, , , , ,8,2021,46
30,30.4,34.7,25.3,1004.9,75,0,3.1,7.8,14.8,-, , , , ,8,2021,23
31,26.4,34.6,24.0,1007,94,84.07,1.8,6.5,11.1,-,o, ,o, ,8,2021,17
1,25.1,28.9,23.6,1006,99,76.96,1.4,6.5,14.8,-,o, ,o, ,9,2021,20
2,28.5,32.0,23.7,1003.6,85,0,2.3,5.2,11.1,-,o, ,o, ,9,2021,25
3,31.0,34.4,25.4,1002.8,74,2.03,2.9,5.4,13,-,o, ,o, ,9,2021,20
4,28.4,34.5,26.1,1001.9,82,0.76,2.4,3.0,11.1,-,o, , , ,9,2021,21
5,31.0,34.0,25.8,1002.3,77,0,3.2,5.4,9.4,-, , , , ,9,2021,33
6,31.6,35.4,27.4,1003.2,76,6.1,2.9,3.3,18.3,-,o, , , ,9,2021,40
7,30.8,36.2,27.4,1004.9,81,5.08,2.4,4.4,13,-, , , , ,9,2021,40
8,29.8,33.6,26.0,1003.4,80,0,3.1,10.6,18.3,-, , , , ,9,2021,21
9,30.2,33.8,27.2,1002.7,82,0,1.9,9.1,18.3,-,o, , , ,9,2021,27
10,28.3,34.0,25.1,1002.6,87,5.08,1.9,5.4,14.8,-,o, , , ,9,2021,29
11,25.1,32.2,24.0,1003.1,99,95,1.4,6.5,9.4,-,o, ,o, ,9,2021,18
12,28.0,33.2,23.4,1000.8,91,40.89,1.9,1.9,7.6,-,o, , , ,9,2021,23
13,27.6,33.4,25.0,1001.7,92,2.03,1.9,1.5,5.4,-,o, ,o, ,9,2021,34
14,30.2,35.0,24.0,1003.4,82,4.06,2.4,7.2,22.2,-, , , , ,9,2021,23
15,31.3,35.4,25.2,1004.9,74,0,3.7,6.3,14.8,-, , , , ,9,2021,16
16,26.1,35.3,24.6,1003.1,90,2.03,1.9,2.6,7.6,-,o, ,o, ,9,2021,19
17,28.3,31.6,23.6,1002.9,81,12.95,2.3,6.3,9.4,-, , , , ,9,2021,20
18,29.6,34.0,24.6,1004.5,82,0,2.7,6.1,11.1,-, , , , ,9,2021,30
19,31.3,34.4,26.0,1006.3,74,0,3.2,6.9,11.1,-, , , , ,9,2021,24
20,30.8,35.0,26.5,1004.8,73,0,2.6,5.4,11.1,-, , , , ,9,2021,25
21,29.4,35.8,25.8,1003.7,79,4.06,3.1,4.8,9.4,-, , , , ,9,2021,28
22,28.4,35.6,26.0,1004,81,0,2.6,7.6,16.5,-, , , , ,9,2021,24
23,28.1,32.8,24.6,1005.7,80,0,2.3,4.8,7.6,-, , , , ,9,2021,22
24,28.2,33.3,24.4,1006.3,85,1.02,1.9,3.5,9.4,-, , , , ,9,2021,22
25,28.8,32.7,24.6,1004.8,81,4.06,3.1,3.3,7.6,-, , , , ,9,2021,37
26,29.1,33.2,25.5,1005.1,81,0,1.9,6.3,11.1,-, , , , ,9,2021,33
27,29.9,33.8,26.0,1005.4,77,0,2.3,3.3,7.6,-, , , , ,9,2021,48
28,30.8,34.6,26.3,1005.9,73,0,3.1,4.3,11.1,-, , , , ,9,2021,44
29,30.9,35.7,26.7,1007.1,73,0,2.7,6.3,11.1,-, , , , ,9,2021,26
30,30.2,35.0,26.4,1008.5,75,0,3.1,2.6,7.6,-, , , , ,9,2021,30
1,29.9,35.2,26.5,1008.3,79,2.03,2.3,1.9,9.4,-,o, ,o, ,10,2021,43
2,30.6,35.0,26.2,1006.1,73,0,3.1,5.2,11.1,-, , , , ,10,2021,49
3,30.7,36.0,26.3,1004.3,72,0,3.1,7.2,18.3,-, , , , ,10,2021,31
4,31.2,36.2,25.7,1004.4,68,0.76,3.1,3.1,11.1,-, , , , ,10,2021,27
5,30.3,36.4,26.4,1007.4,70,0,3.1,2.4,7.6,-,o, ,o, ,10,2021,36
6,30.7,35.4,25.6,1006.8,68,0.51,2.6,6.1,14.8,-, , , , ,10,2021,45
7,28.4,34.9,23.8,1005.8,71,0,2.6,4.4,13,-, , , , ,10,2021,65
8,29.1,35.0,23.4,1004.8,64,0,3.1,4.8,11.1,-, , , , ,10,2021,71
9,28.7,35.8,23.0,1005.1,63,0,3.7,2.2,9.4,-, , , , ,10,2021,59
10,29.2,36.5,22.7,1005.7,62,0,2.6,2.8,11.1,-, , , , ,10,2021,56
11,28.8,36.6,22.5,1005.2,64,0,3.2,1.9,9.4,-, , , , ,10,2021,50
12,28.6,36.8,22.7,1005.7,59,0,3.1,2.8,13,-, , , , ,10,2021,64
13,26.6,36.7,20.6,1006.9,57,0,2.3,2.8,7.6,-, , , , ,10,2021,67
14,25.9,33.9,19.0,1006.4,55,0,3.1,2.4,5.4,-, , , , ,10,2021,73
15,28.0,35.0,18.6,1004.1,55,0,3.1,5.0,11.1,-, , , , ,10,2021,93
16,27.4,34.9,20.0,1004.7,69,0,1.3,0.9,3.5,-, , , , ,10,2021,159
17,24.2,35.5,21.8,1006.9,94,3.05,1.9,7.0,14.8,-,o, ,o, ,10,2021,123
18,22.1,30.4,20.1,1005.5,96,87.88,1.9,5.9,11.1,-,o, ,o, ,10,2021,13
19,25.6,30.8,19.9,1007.2,76,0.51,2.9,8.9,18.3,-, , , , ,10,2021,54
20,25.3,31.4,19.8,1010.2,70,0,2.1,5.0,11.1,-, , , , ,10,2021,100
21,24.6,32.1,16.0,1009.7,54,0,3.2,6.1,18.3,-, , , , ,10,2021,66
22,25.9,32.4,17.7,1010,62,0,3.2,5.7,14.8,-, , , , ,10,2021,45
23,25.2,33.4,18.4,1012,67,0,2.7,3.7,7.6,-, , , , ,10,2021,53
24,22.9,32.8,18.0,1013.5,76,26.92,1.9,5.9,14.8,-,o, ,o, ,10,2021,59
25,21.8,31.5,16.4,1013.7,78,0,2.7,2.0,7.6,-, , , , ,10,2021,41
26,21.3,28.4,16.2,1013.7,73,0,1.9,4.8,14.8,-, , , , ,10,2021,67
27,20.9,28.0,14.6,1014.9,69,0,1.9,4.8,13,-, , , , ,10,2021,110
28,21.4,28.2,14.6,1015.1,67,0,1.9,4.4,11.1,-, , , , ,10,2021,129
29,22.2,29.2,14.0,1016.9,68,0,1.8,2.2,7.6,-, , , , ,10,2021,127
30,21.7,30.4,14.8,1015.4,64,0,1.9,5.7,11.1,-, , , , ,10,2021,121
31,21.7,30.2,16.2,1013.7,66,0,1.9,4.6,14.8,-, , , , ,10,2021,129
1,21.7,30.6,13.6,1013.3,70,0,1.9,2.0,5.4,-, , , , ,11,2021,114
2,21.7,31.2,14.5,1015,68,0,1.9,2.2,7.6,-, , , , ,11,2021,127
3,22.0,29.6,15.9,1014,74,0,1.4,2.8,7.6,-, , , , ,11,2021,148
4,20.8,29.9,15.0,1013.6,79,0,0.5,2.6,9.4,-, , , ,o,11,2021,309
5,20.2,27.8,15.0,1013.2,81,0,0.5,3.0,7.6,-, , , ,o,11,2021,368
6,20.3,27.6,14.7,1011.7,67,0,0.8,4.4,11.1,-, , , ,o,11,2021,337
7,20.3,29.0,14.2,1012.1,68,0,0.8,2.8,9.4,-, , , , ,11,2021,250
8,20.0,29.1,13.6,1013.5,70,0,0.8,3.0,13,-, , , , ,11,2021,245
9,20.4,29.2,13.5,1014.3,70,0,0.8,3.7,7.6,-, , , , ,11,2021,263
10,22.1,29.0,13.4,1013.4,64,0,0.8,4.3,11.1,-, , , , ,11,2021,219
11,18.2,29.6,12.6,1013.4,80,0,0.5,1.3,5.4,-, , , , ,11,2021,281
12,18.8,27.0,12.6,1013.7,79,0,0.3,2.4,5.4,-, , , ,o,11,2021,406
13,18.3,27.4,11.1,1013.4,71,0,1.3,3.0,9.4,-, , , ,o,11,2021,286
14,18.1,27.4,10.1,1012.8,68,0,1.1,0.7,5.4,-, , , , ,11,2021,157
